strain	strain_name	date	country	host	subtype
KM234330	HRV-A28-MON69-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234331	HRV-A103-MON80-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234332	HRV-A59-MON93-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234333	HRV-A103-MON94-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234334	HRV-A56-MON99-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234335	HRV-A56-MON102-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234336	HRV-A103-MON104-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234337	HRV-A88-MON40-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234338	HRV-A78-MON42-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234339	HRV-A19-MON43-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234340	HRV-A19-MON49-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234341	HRV-A24-MON13-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234342	HRV-A19-MON15-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234343	HRV-A24-MON4-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234344	HRV-A98-MON105-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234345	HRV-A56-MON120-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234346	HRV-A56-MON127-TUNI09	2009-XX-XX	Tunisia	Homo sapiens	None
KM234347	HRV-A54-MON132-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234348	HRV-A56-MON135-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234349	HRV-A78-MON138-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234350	HRV-A59-MON139-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234351	HRV-A89-MON142-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234352	HRV-A89-MON168-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234353	HRV-A89-MON177-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234354	HRV-A59-MON194-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234355	HRV-A58-MON94-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234356	HRV-A59-MON99-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234357	HRV-A24-MON103-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234358	HRV-A78-MON183-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234359	HRV-A88-MON53-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234360	HRV-A16-MON50-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234361	HRV-A16-MON63-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234362	HRV-A20-MON64-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234363	HRV-A20-MON73-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234364	HRV-A20-MON93-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234365	HRV-A16-MON131-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234366	HRV-A20-MON142-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234367	HRV-A78-MON165-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234368	HRV-A78-MON168-TUNI11	2011-XX-XX	Tunisia	Homo sapiens	None
KM234369	HRV-A103-MON106-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KM234370	HRV-A59-MON170-TUNI10	2010-XX-XX	Tunisia	Homo sapiens	None
KJ620336	None	2012-03-27	Argentina	Homo sapiens	None
KJ620337	None	2012-03-27	Argentina	Homo sapiens	None
KJ620338	None	2012-03-16	Argentina	Homo sapiens	None
KJ620339	None	2012-03-16	Argentina	Homo sapiens	None
KJ620352	None	2012-02-24	Argentina	Homo sapiens	None
KJ620353	None	2012-02-24	Argentina	Homo sapiens	None
KJ620360	None	2012-01-06	Argentina	Homo sapiens	None
KJ620361	None	2012-01-06	Argentina	Homo sapiens	None
KJ620364	None	2012-06-28	Argentina	Homo sapiens	None
KJ620365	None	2012-06-28	Argentina	Homo sapiens	None
KJ620366	None	2012-06-15	Argentina	Homo sapiens	None
KJ620367	None	2012-06-15	Argentina	Homo sapiens	None
AB910764	Seiroka_HRV-A_2013	2013-XX-XX	Japan	Homo sapiens	None
KJ765008	None	2015-03-10	Mexico	Homo sapiens	None
KJ765009	None	2015-03-10	Mexico	Homo sapiens	None
KJ765010	None	2015-03-10	Mexico	Homo sapiens	None
KJ765011	None	2015-03-10	Mexico	Homo sapiens	None
KJ765012	None	2015-03-10	Mexico	Homo sapiens	None
KJ765013	None	2015-03-10	Mexico	Homo sapiens	None
KJ765014	None	2015-03-10	Mexico	Homo sapiens	None
KJ765015	None	2015-03-10	Mexico	Homo sapiens	None
KJ765016	None	2015-03-10	Mexico	Homo sapiens	None
KJ765017	None	2015-03-10	Mexico	Homo sapiens	None
KJ765018	None	2015-03-10	Mexico	Homo sapiens	None
KJ765019	None	2015-03-10	Mexico	Homo sapiens	None
KJ765020	None	2015-03-10	Mexico	Homo sapiens	None
KJ765021	None	2015-03-10	Mexico	Homo sapiens	None
KJ765022	None	2015-03-10	Mexico	Homo sapiens	None
KJ765023	None	2015-03-10	Mexico	Homo sapiens	None
KJ765024	None	2015-03-10	Mexico	Homo sapiens	None
KJ765025	None	2015-03-10	Mexico	Homo sapiens	None
KJ765026	None	2015-03-10	Mexico	Homo sapiens	None
KJ765027	None	2015-03-10	Mexico	Homo sapiens	None
KJ765028	None	2015-03-10	Mexico	Homo sapiens	None
KJ765029	None	2015-03-10	Mexico	Homo sapiens	None
KJ765030	None	2015-03-10	Mexico	Homo sapiens	None
KJ765031	None	2015-03-10	Mexico	Homo sapiens	None
KJ765032	None	2015-03-10	Mexico	Homo sapiens	None
KJ765033	None	2015-03-10	Mexico	Homo sapiens	None
KJ765034	None	2015-03-10	Mexico	Homo sapiens	None
KJ765035	None	2015-03-10	Mexico	Homo sapiens	None
KJ765036	None	2015-03-10	Mexico	Homo sapiens	None
KJ765037	None	2015-03-10	Mexico	Homo sapiens	None
KJ765038	None	2015-03-10	Mexico	Homo sapiens	None
KJ765039	None	2015-03-10	Mexico	Homo sapiens	None
KJ765040	None	2015-03-10	Mexico	Homo sapiens	None
KJ765041	None	2015-03-10	Mexico	Homo sapiens	None
KJ765042	None	2015-03-10	Mexico	Homo sapiens	None
KJ765043	None	2015-03-10	Mexico	Homo sapiens	None
KJ765044	None	2015-03-10	Mexico	Homo sapiens	None
KJ765045	None	2015-03-10	Mexico	Homo sapiens	None
KJ765046	None	2015-03-10	Mexico	Homo sapiens	None
KJ765047	None	2015-03-10	Mexico	Homo sapiens	None
KJ765048	None	2015-03-10	Mexico	Homo sapiens	None
KJ765049	None	2015-03-10	Mexico	Homo sapiens	None
KJ765050	None	2015-03-10	Mexico	Homo sapiens	None
KJ765051	None	2015-03-10	Mexico	Homo sapiens	None
KJ765052	None	2015-03-10	Mexico	Homo sapiens	None
KJ765053	None	2015-03-10	Mexico	Homo sapiens	None
KJ765054	None	2015-03-10	Mexico	Homo sapiens	None
KJ765055	None	2015-03-10	Mexico	Homo sapiens	None
KJ765056	None	2015-03-10	Mexico	Homo sapiens	None
KJ765057	None	2015-03-10	Mexico	Homo sapiens	None
KJ765058	None	2015-03-10	Mexico	Homo sapiens	None
KJ765059	None	2015-03-10	Mexico	Homo sapiens	None
KJ765060	None	2015-03-10	Mexico	Homo sapiens	None
KJ765061	None	2015-03-10	Mexico	Homo sapiens	None
KJ765062	None	2015-03-10	Mexico	Homo sapiens	None
KJ765063	None	2015-03-10	Mexico	Homo sapiens	None
KJ765064	None	2015-03-10	Mexico	Homo sapiens	None
KJ765065	None	2015-03-10	Mexico	Homo sapiens	None
KJ765066	None	2015-03-10	Mexico	Homo sapiens	None
KJ765067	None	2015-03-10	Mexico	Homo sapiens	None
KJ765068	None	2015-03-10	Mexico	Homo sapiens	None
KJ765069	None	2015-03-10	Mexico	Homo sapiens	None
KJ765070	None	2015-03-10	Mexico	Homo sapiens	None
KJ765071	None	2015-03-10	Mexico	Homo sapiens	None
KJ765072	None	2015-03-10	Mexico	Homo sapiens	None
KJ765073	None	2015-03-10	Mexico	Homo sapiens	None
KJ765074	None	2015-03-10	Mexico	Homo sapiens	None
KF015733	KM4/2011	2011-05-24	China	Homo sapiens	22
KJ490933	None	2008-XX-XX	Russia	Homo sapiens	None
KJ490935	None	2011-XX-XX	Russia	Homo sapiens	None
KJ490936	None	2011-XX-XX	Russia	Homo sapiens	None
KC859307	None	2009-XX-XX	Spain	Homo sapiens	None
KC859308	None	2008-XX-XX	Spain	Homo sapiens	None
KC859309	None	2009-XX-XX	Spain	Homo sapiens	None
KC859310	None	2009-XX-XX	Spain	Homo sapiens	None
KC859311	None	2009-XX-XX	Spain	Homo sapiens	None
KC859312	None	2007-XX-XX	Spain	Homo sapiens	None
KC859313	None	2009-XX-XX	Spain	Homo sapiens	None
KC859314	None	2009-XX-XX	Spain	Homo sapiens	None
KC859315	None	2008-XX-XX	Spain	Homo sapiens	None
KC859316	None	2010-XX-XX	Spain	Homo sapiens	None
KC859317	None	2008-XX-XX	Spain	Homo sapiens	None
KC859318	None	2010-XX-XX	Spain	Homo sapiens	108
KC859319	None	2009-XX-XX	Spain	Homo sapiens	107
KC859320	None	2007-XX-XX	Spain	Homo sapiens	None
KC859321	None	2007-XX-XX	Spain	Homo sapiens	None
KF970793	None	2008-10-01	China	Homo sapiens	None
KF970794	None	2008-10-01	China	Homo sapiens	None
KF970795	None	2008-10-01	China	Homo sapiens	None
KF970796	None	2008-10-01	China	Homo sapiens	None
KF970797	None	2008-10-01	China	Homo sapiens	None
KF970798	None	2008-10-01	China	Homo sapiens	None
KF970799	None	2008-10-01	China	Homo sapiens	None
KF970800	None	2008-10-01	China	Homo sapiens	None
KF970801	None	2008-10-01	China	Homo sapiens	None
KF970802	None	2008-10-01	China	Homo sapiens	None
KF970803	None	2008-10-01	China	Homo sapiens	None
KF970804	None	2008-10-01	China	Homo sapiens	None
KF970805	None	2008-10-01	China	Homo sapiens	None
KF970806	None	2008-10-01	China	Homo sapiens	None
KF970807	None	2008-10-01	China	Homo sapiens	None
KF970808	None	2008-10-01	China	Homo sapiens	None
KF970809	None	2008-10-01	China	Homo sapiens	None
KF970810	None	2008-10-01	China	Homo sapiens	None
KF970811	None	2008-10-01	China	Homo sapiens	None
KF970812	None	2008-10-01	China	Homo sapiens	None
KF970813	None	2008-10-01	China	Homo sapiens	None
KF970814	None	2008-10-01	China	Homo sapiens	None
KF970815	None	2008-10-01	China	Homo sapiens	None
KF970816	None	2008-10-01	China	Homo sapiens	None
KF970817	None	2008-10-01	China	Homo sapiens	None
KF970818	None	2008-10-01	China	Homo sapiens	None
KF970819	None	2008-10-01	China	Homo sapiens	None
KF970820	None	2008-10-01	China	Homo sapiens	None
KF970821	None	2008-10-01	China	Homo sapiens	None
KF970822	None	2008-10-01	China	Homo sapiens	None
KF970823	None	2008-10-01	China	Homo sapiens	None
KF970824	None	2008-10-01	China	Homo sapiens	None
KF970825	None	2008-10-01	China	Homo sapiens	None
KF970826	None	2008-10-01	China	Homo sapiens	None
KF970827	None	2008-10-01	China	Homo sapiens	None
KF970828	None	2008-10-01	China	Homo sapiens	None
KF970829	None	2008-10-01	China	Homo sapiens	None
KF970830	None	2008-10-01	China	Homo sapiens	None
KF970831	None	2008-10-01	China	Homo sapiens	None
KF970832	None	2008-10-01	China	Homo sapiens	None
KF970833	None	2008-10-01	China	Homo sapiens	None
KF970834	None	2008-10-01	China	Homo sapiens	None
KF970835	None	2008-10-01	China	Homo sapiens	None
KF970836	None	2008-10-01	China	Homo sapiens	None
KF970837	None	2008-10-01	China	Homo sapiens	None
KF970838	None	2008-10-01	China	Homo sapiens	None
KF970839	None	2008-10-01	China	Homo sapiens	None
KF970840	None	2008-10-01	China	Homo sapiens	None
KF970841	None	2008-10-01	China	Homo sapiens	None
KF970842	None	2008-10-01	China	Homo sapiens	None
KF970843	None	2008-10-01	China	Homo sapiens	None
KF970844	None	2008-10-01	China	Homo sapiens	None
KF970845	None	2008-10-01	China	Homo sapiens	None
KF970846	None	2008-10-01	China	Homo sapiens	None
KF970847	None	2008-10-01	China	Homo sapiens	None
KF970848	None	2008-10-01	China	Homo sapiens	None
KF970849	None	2008-10-01	China	Homo sapiens	None
KF970850	None	2008-10-01	China	Homo sapiens	None
KF970851	None	2008-10-01	China	Homo sapiens	None
KF970852	None	2008-10-01	China	Homo sapiens	None
KF970853	None	2008-10-01	China	Homo sapiens	None
KF970854	None	2008-10-01	China	Homo sapiens	None
KF970855	None	2008-10-01	China	Homo sapiens	None
KF970856	None	2008-10-01	China	Homo sapiens	None
KF970857	None	2008-10-01	China	Homo sapiens	None
KF970858	None	2008-10-01	China	Homo sapiens	None
KF970859	None	2008-10-01	China	Homo sapiens	None
KF970860	None	2008-10-01	China	Homo sapiens	None
KF970861	None	2008-10-01	China	Homo sapiens	None
KF879865	None	2008-10-01	China	Homo sapiens	None
KF879866	None	2008-10-01	China	Homo sapiens	None
KF879867	None	2008-10-01	China	Homo sapiens	None
KF879868	None	2008-10-01	China	Homo sapiens	None
KF879869	None	2008-10-01	China	Homo sapiens	None
KF879870	None	2008-10-01	China	Homo sapiens	None
KF879871	None	2008-10-01	China	Homo sapiens	None
KF879872	None	2008-10-01	China	Homo sapiens	None
KF879873	None	2008-10-01	China	Homo sapiens	None
KF879874	None	2008-10-01	China	Homo sapiens	None
KF879875	None	2008-10-01	China	Homo sapiens	None
KF879876	None	2008-10-01	China	Homo sapiens	None
KF879877	None	2008-10-01	China	Homo sapiens	None
KF879878	None	2008-10-01	China	Homo sapiens	None
KF879879	None	2008-10-01	China	Homo sapiens	None
KC492746	None	2007-11-XX	France	Homo sapiens	None
KC492747	None	2007-11-XX	France	Homo sapiens	None
KC492748	None	2008-04-XX	France	Homo sapiens	None
KC492749	None	2007-11-XX	France	Homo sapiens	None
KC492755	None	2007-11-XX	France	Homo sapiens	None
KC492756	None	2007-11-XX	France	Homo sapiens	None
KC492757	None	2008-04-XX	France	Homo sapiens	None
KC492758	None	2007-11-XX	France	Homo sapiens	None
KF695389	W53	2008-XX-XX	USA	Homo sapiens	None
KF695396	W53	2008-XX-XX	USA	Homo sapiens	None
KC841451	None	2012-02-23	Switzerland	Homo sapiens	None
KF555328	None	2007-07-09	Australia	Homo sapiens; female; adult	None
KF555330	None	2007-10-18	Australia	Homo sapiens; male; 4 months	None
KF555336	None	2007-05-16	Australia	Homo sapiens; male; 6 months	None
KF555337	None	2007-05-17	Australia	Homo sapiens; female; 9 months	None
KF555338	None	2007-05-18	Australia	Homo sapiens; female; 5 months	None
KF555342	None	2007-05-23	Australia	Homo sapiens; male; 37 years	None
KF555343	None	2007-10-23	Australia	Homo sapiens; male; 33 years	None
KF555349	None	2009-05-28	Australia	Homo sapiens; female; 3 years	None
KC533868	SHAPHC2789/SH/CHN/10	2010-08-XX	China	Homo sapiens	None
KC533869	SHAPHC2999/SH/CHN/10	2010-10-XX	China	Homo sapiens	None
KC533870	SHAPHC2431/SH/CHN/10	2010-04-XX	China	Homo sapiens	None
KC533871	SHAPHC2421/SH/CHN/10	2010-04-XX	China	Homo sapiens	None
KC533872	SHAPHC2379/SH/CHN/10	2010-03-XX	China	Homo sapiens	None
KC533873	SHAPHC2313/SH/CHN/10	2010-03-XX	China	Homo sapiens	None
KC533874	SHAPHC2194/SH/CHN/10	2010-01-XX	China	Homo sapiens	None
KC533875	SHAPHC1841/SH/CHN/09	2009-10-XX	China	Homo sapiens	None
KC533876	SHAPHC1776/SH/CHN/09	2009-10-XX	China	Homo sapiens	None
KC533877	SHAPHC2685/SH/CHN/10	2010-07-XX	China	Homo sapiens	None
KF499367	HRV-A49 QRS_002_2001	2001-03-01	Australia	Homo sapiens	None
KF499369	HRV-A38 QRS_014_2001	2001-03-27	Australia	Homo sapiens	None
KF499370	NAT089 QRS_019_2001	2001-01-10	Australia	Homo sapiens	None
KF499381	HRV-A101 QRS_045_2001	2001-04-05	Australia	Homo sapiens	None
KF499383	HRV-A101 QRS_069_2001	2001-05-01	Australia	Homo sapiens	None
KF499384	HRV-A57 QRS_078_2001	2001-05-14	Australia	Homo sapiens	None
KF499387	HRV-A57 QRS_083_2001	2001-05-14	Australia	Homo sapiens	None
KF499388	HRV-A1 QRS_093_2001	2001-06-22	Australia	Homo sapiens	None
KF499393	HRV-A40 QRS_107_2001	2001-06-05	Australia	Homo sapiens	None
KF499394	HRV-A78 QRS_108_2001	2001-06-08	Australia	Homo sapiens	None
KF499403	HRV-A39 QRS_123_2001	2001-10-24	Australia	Homo sapiens	None
KF499407	HRV-A78 QRS_130_2001	2001-10-04	Australia	Homo sapiens	None
KF499412	HRV-A75 QRS_136_2001	2001-10-13	Australia	Homo sapiens	None
KF499415	HRV-A88 QRS_141_2001	2001-09-06	Australia	Homo sapiens	None
KF499422	HRV-A71_p1047_sR141 QRS_151_2001	2001-10-20	Australia	Homo sapiens	None
KF499423	HRV-A24 QRS_152_2001	2001-10-20	Australia	Homo sapiens	None
KF499424	HRV-A24 QRS_153_2001	2001-10-22	Australia	Homo sapiens	None
KF499425	HRV-A34 QRS_157_2001	2001-09-24	Australia	Homo sapiens	None
KF499427	HRV-A75 QRS_161_2001	2001-11-26	Australia	Homo sapiens	None
KF499428	HRV-A39 QRS_162_2001	2001-11-25	Australia	Homo sapiens	None
KF499429	HRV-A39 QRS_163_2001	2001-11-27	Australia	Homo sapiens	None
KF499431	HRV-A78 QRS_165_2001	2001-11-28	Australia	Homo sapiens	None
KF499432	HRV-A24 QRS_166_2001	2001-11-28	Australia	Homo sapiens	None
KF499433	HRV-A58 QRS_167_2001	2001-11-29	Australia	Homo sapiens	None
KF499434	HRV-A40 QRS_169_2001	2001-12-10	Australia	Homo sapiens	None
KF499436	HRV-A66 QRS_171_2001	2001-12-10	Australia	Homo sapiens	None
KF499437	HRV-A66 QRS_172_2001	2001-12-10	Australia	Homo sapiens	None
KF499438	HRV-A58 QRS_173_2001	2000-12-09	Australia	Homo sapiens	None
KF499439	HRV-A58 QRS_176_2001	2001-12-10	Australia	Homo sapiens	None
KF499441	HRV-A58 QRS_182_2001	2001-12-13	Australia	Homo sapiens	None
KF499442	HRV-A58 QRS_184_2001	2001-12-14	Australia	Homo sapiens	None
KF499443	HRV-A34 QRS_185_2001	2001-12-14	Australia	Homo sapiens	None
KF499446	HRV-A40 QRS_188_2001	2001-12-17	Australia	Homo sapiens	None
KF499447	HRV-A66 QRS_189_2001	2001-12-17	Australia	Homo sapiens	None
KF499449	HRV-A34 QRS_192_2001	2001-12-17	Australia	Homo sapiens	None
KF499451	HRV-A94 QRS_196_2001	2001-12-19	Australia	Homo sapiens	None
KF499452	HRV-A34 QRS_197_2001	2001-12-20	Australia	Homo sapiens	None
KF499453	HRV-A88 QRS_198_2001	2001-12-21	Australia	Homo sapiens	None
KF499454	HRV-A66 QRS_199_2001	2001-12-26	Australia	Homo sapiens	None
KF499455	HRV-A71_p1047_sR141 QRS_200_2001	2001-09-20	Australia	Homo sapiens	None
KF499457	HRV-A71_p1047_sR141 QRS_202_2001	2001-09-29	Australia	Homo sapiens	None
KF499459	HRV-A71_p1047_sR141 QRS_206_2001	2001-10-01	Australia	Homo sapiens	None
KF499462	HRV-A88 QRS_209_2001	2001-10-03	Australia	Homo sapiens	None
KF499464	HRV-A24 QRS_212_2001	2001-10-10	Australia	Homo sapiens	None
KF499467	HRV-A58 QRS_215_2001	2001-10-12	Australia	Homo sapiens	None
KF499471	HRV-A24 QRS_220_2001	2001-10-16	Australia	Homo sapiens	None
KF499473	HRV-A24 QRS_231_2001	2001-10-30	Australia	Homo sapiens	None
KF499474	HRV-A71_p1047_sR143 QRS_233_2001	2001-10-27	Australia	Homo sapiens	None
KF499476	HRV-A66 QRS_235_2001	2001-10-31	Australia	Homo sapiens	None
KF499477	HRV-A39 QRS_236_2001	2001-10-31	Australia	Homo sapiens	None
KF499478	HRV-A24 QRS_237_2001	2001-11-01	Australia	Homo sapiens	None
KF499479	HRV-A71_p1047_sR144 QRS_238_2001	2001-11-01	Australia	Homo sapiens	None
KF499481	HRV-A13 QRS_240_2001	2001-11-02	Australia	Homo sapiens	None
KF499482	HRV-A39 QRS_242_2001	2001-11-03	Australia	Homo sapiens	None
KF499483	HRV-A58 QRS_243_2001	2001-11-06	Australia	Homo sapiens	None
KF499485	HRV-A58 QRS_246_2001	2001-11-07	Australia	Homo sapiens	None
KF499487	HRV-A58 QRS_249_2001	2001-11-07	Australia	Homo sapiens	None
KF499491	HRV-A46 QRS_253_2001	2001-09-22	Australia	Homo sapiens	None
KF499492	HRV-A58 QRS_254_2001	2001-09-22	Australia	Homo sapiens	None
KF499493	HRV-A78 QRS_255_2001	2001-09-25	Australia	Homo sapiens	None
KF499494	HRV-A58 QRS_256_2001	2001-09-25	Australia	Homo sapiens	None
KF499496	HRV-A39 QRS_261_2001	2001-12-12	Australia	Homo sapiens	None
KF499497	HRV-A75 QRS_263_2001	2001-10-27	Australia	Homo sapiens	None
KF499498	HRV-A71_p1047_sR141 QRS_264_2001	2001-10-26	Australia	Homo sapiens	None
KF499499	HRV-A66 QRS_268_2001	2001-12-23	Australia	Homo sapiens	None
KF499500	HRV-A21 QRS_269_2001	2001-12-26	Australia	Homo sapiens	None
KF499501	A LZY25 QRS_270_2001	2001-11-30	Australia	Homo sapiens	None
KF427709	MI30-Dec07	2007-12-XX	Italy	Homo sapiens	None
KF427711	MI59-Dec07	2007-12-XX	Italy	Homo sapiens	None
KF427713	MI10055-Dec07	2007-12-XX	Italy	Homo sapiens	None
KF427716	MI10113-Dec07	2007-12-XX	Italy	Homo sapiens	None
KF427718	MI20004-Dec07	2007-12-XX	Italy	Homo sapiens	None
KF427721	MI10225-Jan08	2008-01-XX	Italy	Homo sapiens	None
KF427722	MI10251-Jan08	2008-01-XX	Italy	Homo sapiens	None
KF427723	MI10262-Jan08	2008-01-XX	Italy	Homo sapiens	None
KF427724	MI20058-Jan08	2008-01-XX	Italy	Homo sapiens	None
KF427725	MI10309-Jan08	2008-01-XX	Italy	Homo sapiens	None
KF427726	MI10326-Jan08	2008-01-XX	Italy	Homo sapiens	None
KF427727	MI20065-Jan08	2008-01-XX	Italy	Homo sapiens	None
KF427731	MI10515-Feb08	2008-02-XX	Italy	Homo sapiens	None
KF427734	MI20108-Feb08	2008-02-XX	Italy	Homo sapiens	None
KF427735	MI10498-Feb08	2008-02-XX	Italy	Homo sapiens	None
KF427738	MI10633-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427739	MI10693-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427740	MI20143-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427741	MI20139-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427742	MI20158-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427744	MI20145-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427745	MI10720-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427746	MI627-Mar08	2008-03-XX	Italy	Homo sapiens	None
KF427750	MI270-Nov08	2008-11-XX	Italy	Homo sapiens	None
KF427751	MI124-Nov08	2008-11-XX	Italy	Homo sapiens	None
KF427752	MI131-Nov08	2008-11-XX	Italy	Homo sapiens	None
KF427753	MI294-Nov08	2008-11-XX	Italy	Homo sapiens	None
KF427760	MI532-Dec08	2008-12-XX	Italy	Homo sapiens	None
KF427761	MI447-Dec08	2008-12-XX	Italy	Homo sapiens	None
KF427766	MI27-Jan09	2009-01-XX	Italy	Homo sapiens	None
KF427768	MI1145-Feb09	2009-02-XX	Italy	Homo sapiens	None
KF427769	MI1384-Feb09	2009-02-XX	Italy	Homo sapiens	None
KF427770	MI47-Mar09	2009-03-XX	Italy	Homo sapiens	None
KF427776	MI1752-Mar09	2009-03-XX	Italy	Homo sapiens	None
KF427778	MI25-Nov09	2009-11-XX	Italy	Homo sapiens	None
KF427779	MI956-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427780	MI447-Nov09	2009-11-XX	Italy	Homo sapiens	None
KF427781	MI159-Nov09	2009-11-XX	Italy	Homo sapiens	None
KF427784	MI319-Nov09	2009-11-XX	Italy	Homo sapiens	None
KF427789	MI19-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427790	MI787-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427791	MI691-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427792	MI737-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427793	MI855-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427794	MI861-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427796	MI943-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427797	MI846-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427798	MI604-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427807	MI880-Dec09	2009-12-XX	Italy	Homo sapiens	None
KF427808	MI1089-Jan10	2010-01-XX	Italy	Homo sapiens	None
KF427809	MI1208-Jan10	2010-01-XX	Italy	Homo sapiens	None
KF427811	MI1433-Feb10	2010-02-XX	Italy	Homo sapiens	None
KF427813	MI1528-Feb10	2010-02-XX	Italy	Homo sapiens	None
KF427814	MI1262-Feb10	2010-02-XX	Italy	Homo sapiens	None
KF427815	MI1395-Feb10	2010-02-XX	Italy	Homo sapiens	None
KF427816	MI36-Feb10	2010-02-XX	Italy	Homo sapiens	None
KF427817	MI1254-Feb10	2010-02-XX	Italy	Homo sapiens	None
KF427818	MI1333-Feb10	2010-02-XX	Italy	Homo sapiens	None
KF427823	MI24-Dec10	2010-12-XX	Italy	Homo sapiens	None
KF427825	MI89-Feb11	2011-02-XX	Italy	Homo sapiens	None
KF427826	MI91-Feb11	2011-02-XX	Italy	Homo sapiens	None
KF427827	MI92-Feb11	2011-02-XX	Italy	Homo sapiens	None
KF427828	MI96-Feb11	2011-02-XX	Italy	Homo sapiens	None
KF427829	MI101-Feb11	2011-02-XX	Italy	Homo sapiens	None
KF427830	MI117-Mar11	2011-03-XX	Italy	Homo sapiens	None
KF427831	MI121-Apr11	2011-04-XX	Italy	Homo sapiens	None
KF427833	MI124-Feb11	2011-02-XX	Italy	Homo sapiens	None
KF427842	MI3526-Jan12	2012-01-XX	Italy	Homo sapiens	None
KF427844	MI646-Feb12	2012-02-XX	Italy	Homo sapiens	None
KF427847	MI944-Mar12	2012-03-XX	Italy	Homo sapiens	None
KF427848	MI945-Mar12	2012-03-XX	Italy	Homo sapiens	None
KF427849	MI997-Mar12	2012-03-XX	Italy	Homo sapiens	None
KF427850	MI1045-Mar12	2012-03-XX	Italy	Homo sapiens	None
KF427851	MI1052-Mar12	2012-03-XX	Italy	Homo sapiens	None
KF427853	MI1108-Mar12	2012-03-XX	Italy	Homo sapiens	None
KF427857	MI3543-May12	2012-05-XX	Italy	Homo sapiens	None
KF427858	MI3544-May12	2012-05-XX	Italy	Homo sapiens	None
KF427859	MI3546-Jun12	2012-06-XX	Italy	Homo sapiens	None
KF688607	HRV-A57 QRS_003_2001	2001-03-06	Australia	Homo sapiens	57
KF688609	HRV-A49 QRS_005_2001	2001-03-15	Australia	Homo sapiens	49
KF688610	HRV-A101 QRS_006_2001	2001-03-19	Australia	Homo sapiens	101
